delito,municipio,anio,mes_nombre,dia,colonia,calle,forma_accion
OTROS DELITOS,CELAYA,2024,MAYO,10,LA CALESA CELAYA GUANAJUATO,AVENIDA SALVADOR ORTEGA,
CONTRA LA SALUD,CELAYA,2024,MAYO,10,VILLAS DEL ROMERAL CELAYA GUANAJUATO,CIRCUITO ARRAYANES,
ROBO A NEGOCIO,CELAYA,2024,MAYO,19,CIUDAD INDUSTRIAL DE CELAYA CELAYA GUANAJUATO,AVENIDA MÉXICO JAPÓN,SIN VIOLENCIA
AMENAZAS,CELAYA,2024,MAYO,19,RESURRECCIÓN CELAYA GUANAJUATO,IGNACIO ALLENDE,
OTROS DELITOS,CELAYA,2024,MAYO,19,LA CRUZ CELAYA GUANAJUATO,SANTA ELENA,
VIOLACION,CELAYA,2024,MAYO,20,CAPITALES DE EUROPA CELAYA GUANAJUATO,COMBATES DE CELAYA,
OTROS DELITOS,CELAYA,2024,MAYO,20,CELAYA GUANAJUATO,VILLA DEL TRIUNFO,
FRAUDE,CELAYA,2024,MAYO,20,EJIDAL CELAYA GUANAJUATO,EJIDO DE SAN NICOLÁS DE PARRA,
LESIONES DOLOSAS,CELAYA,2024,MAYO,20,BARRIO DE SANTIAGUITO CELAYA GUANAJUATO,ALBINO GARCÍA,
VIOLENCIA FAMILIAR,CELAYA,2024,MAYO,16,GOBERNADORES CELAYA GUANAJUATO,JOSÉ MARÍA YÁÑEZ,
ROBOS DIVERSOS,CELAYA,2024,ABRIL,20,SAN JUANICO CELAYA GUANAJUATO,AVENIDA MÁRMOL,CON VIOLENCIA
OTROS DELITOS,CELAYA,2024,ABRIL,21,LAS ARBOLEDAS CELAYA GUANAJUATO,MONTE EVEREST,
ABUSO DE CONFIANZA,CELAYA,2024,ABRIL,17,RANCHO SECO CELAYA GUANAJUATO,BENITO JUÁREZ,
ROBOS DIVERSOS,CELAYA,2024,ABRIL,25,COLONIA CENTRO CELAYA GUANAJUATO,ZARAGOZA,SIN VIOLENCIA
LESIONES DOLOSAS,CELAYA,2024,ABRIL,25,PRESA BLANCA GUANAJUATO,DEPORTIVA,
OTROS DELITOS,CELAYA,2024,ABRIL,27,SAN JUANICO CELAYA GUANAJUATO,CALLE ACERINA,
VIOLENCIA FAMILIAR,CELAYA,2024,ABRIL,26,ROQUE GUANAJUATO,IGNACIO ALLENDE,
ROBOS DIVERSOS,CELAYA,2024,ABRIL,26,SANTA BARBARA CELAYA GUANAJUATO,CUNA DE LA INDEPENDENCIA,SIN VIOLENCIA
ROBOS DIVERSOS,CELAYA,2024,ABRIL,26,LAS FUENTES CELAYA GUANAJUATO,FRANCISCO JUÁREZ,SIN VIOLENCIA
LESIONES DOLOSAS,CELAYA,2024,ABRIL,27,ALAMEDA CELAYA GUANAJUATO,GUILLERMO PRIETO,
AMENAZAS,CELAYA,2024,ABRIL,27,ALAMEDA CELAYA GUANAJUATO,GUILLERMO PRIETO,
HOMICIDIO CULPOSO,CELAYA,2024,ABRIL,19,SANTA MARIA CELAYA GUANAJUATO,GUANAJUATO,
VIOLENCIA FAMILIAR,CELAYA,2024,ABRIL,19,VALLE DE LOS NARANJOS CELAYA GUANAJUATO,CIRCUTO DE LA EXPLANADA,
DAÑOS,CELAYA,2024,ABRIL,19,BARRIO DE SANTO CRISTO CELAYA GUANAJUATO,DIEGO RIVERA,
OTROS DELITOS,CELAYA,2024,ABRIL,18,EL SAUZ GUANAJUATO,NO CATALOGADO,
FRAUDE,CELAYA,2024,ABRIL,18,LAS FLORES CELAYA GUANAJUATO,PENSAMIENTO,
OTROS DELITOS,CELAYA,2024,ABRIL,18,EL VERGEL CELAYA GUANAJUATO,JOSÉ MARÍA PINO SUÁREZ,
ABUSO DE CONFIANZA,CELAYA,2024,ABRIL,18,ROSA LINDA CELAYA GUANAJUATO,BOULEVARD ADOLFO LÓPEZ MATEOS,
ROBO A NEGOCIO,CELAYA,2024,ABRIL,24,SIN NOMBRE CELAYA GUANAJUATO,AVENIDA EUSEBIO KINO,CON VIOLENCIA
VIOLENCIA FAMILIAR,CELAYA,2024,ABRIL,27,OJO SECO GUANAJUATO,FRANCISCO I. MADERO,
ROBO A NEGOCIO,CELAYA,2024,ABRIL,18,GOBERNADORES CELAYA GUANAJUATO,AVENIDA MÉXICO JAPÓN,SIN VIOLENCIA
DAÑOS,CELAYA,2024,ABRIL,18,SIN NOMBRE CELAYA GUANAJUATO,AVENIDA ARAUCARIAS,
OTROS DELITOS,CELAYA,2024,ABRIL,25,EJIDAL CELAYA GUANAJUATO,EJIDO DE LA MACHUCA,
ROBOS DIVERSOS,CELAYA,2024,ABRIL,25,PRADERAS DE LA HACIENDA CELAYA GUANAJUATO,ELENA GARRO,SIN VIOLENCIA
OTROS DELITOS,CELAYA,2024,ABRIL,18,BENITO JUÁREZ BENITO JUAREZ GUANAJUATO,PRESA SANALONA,
ABUSO DE CONFIANZA,CELAYA,2024,MAYO,3,BARRIO DEL ZAPOTE CELAYA GUANAJUATO,TENOCHTITLAN,
OTROS DELITOS,CELAYA,2024,MAYO,4,LAS INSURGENTES CELAYA GUANAJUATO,ROMANA JARQUÍN,
VIOLENCIA FAMILIAR,CELAYA,2024,MAYO,4,CELAYA GUANAJUATO,RÍO SUCHIATE,
OTROS DELITOS,CELAYA,2024,MAYO,3,RESURRECCIÓN CELAYA GUANAJUATO,SOSTENES ROCHA,
ROBOS DIVERSOS,CELAYA,2024,MAYO,4,ALAMEDA CELAYA GUANAJUATO,BAJA CALIFORNIA,SIN VIOLENCIA
CONTRA LA SALUD,CELAYA,2024,MAYO,14,SAN MIGUEL OCTOPAN SAN MIGUEL OCTOPAN GUANAJUATO,ALAMEDA,
ROBOS DIVERSOS,CELAYA,2024,MAYO,14,COLONIA LOS ANGELES UNIDAD HABITACIONAL DE TIERRAS NEGRAS CELAYA GUANAJUATO,DOCTOR RAFAEL LUCIO,SIN VIOLENCIA
FRAUDE,CELAYA,2024,MAYO,9,ROSA LINDA CELAYA GUANAJUATO,BOULEVARD ADOLFO LÓPEZ MATEOS,
LESIONES DOLOSAS,CELAYA,2024,MAYO,9,LUIS DONALDO COLOSIO COLONIA LUIS DONALDO COLOSIO GUANAJUATO,COPLAMAR,
OTROS DELITOS,CELAYA,2024,MAYO,9,LOS NARANJOS CELAYA GUANAJUATO,CIRCUITO DE LOS CEREZOS,
ROBOS DIVERSOS,CELAYA,2024,MAYO,10,LOS LAURELES CELAYA GUANAJUATO,AVENIDA JUAN JOSÉ TORRES LANDA,SIN VIOLENCIA
LESIONES DOLOSAS,CELAYA,2024,MAYO,6,COLONIA LOS PIRULES DE TROJES GUANAJUATO,AVENIDA PRIMAVERA,
ROBO DE VEHÍCULO,CELAYA,2024,MAYO,10,GOBERNADORES CELAYA GUANAJUATO,CIRCUITO LUIS NIETO,SIN VIOLENCIA
AMENAZAS,CELAYA,2024,MAYO,16,BARRIO DE SANTIAGUITO CELAYA GUANAJUATO,CALLE PADRE INSURGENTES,
OTROS DELITOS SEXUALES,CELAYA,2024,MAYO,16,LA CAPILLA CELAYA GUANAJUATO,SAN ANDRÉS,
OTROS DELITOS,CELAYA,2024,MAYO,16,BRISAS DEL VALLE MOCTEZUMA CELAYA GUANAJUATO,CIRCUITO LAGOS,
LESIONES DOLOSAS,CELAYA,2024,MAYO,17,RESIDENCIAL PALMA MAYOR CELAYA GUANAJUATO,CAMINO A SAN JOSÉ DE GUANAJUATO,
ROBOS DIVERSOS,CELAYA,2024,MAYO,17,CELAYA GUANAJUATO,REFORMA,SIN VIOLENCIA
INCUMPLIMIENTO DE LAS OBLIGACIONES DE ASISTENCIA FAMILIAR,CELAYA,2024,MAYO,17,FRACCIONAMIENTO DEL BOSQUE CELAYA GUANAJUATO,CALLE PARAÍSO,
LESIONES DOLOSAS,CELAYA,2024,ABRIL,22,LOS OLIVOS CELAYA GUANAJUATO,CIRCUITO ANCASTI,
ROBOS DIVERSOS,CELAYA,2024,ABRIL,25,CAMPESTRE DE CELAYA CELAYA GUANAJUATO,AVENIDA COMPUERTAS DEL CAMPESTRE,SIN VIOLENCIA
ROBO DE VEHÍCULO,CELAYA,2024,ABRIL,25,BAJIO DE LAS AMERICAS CELAYA GUANAJUATO,FRANCISCO JUÁREZ,SIN VIOLENCIA
ROBOS DIVERSOS,CELAYA,2024,ABRIL,29,LOS NARANJOS CELAYA GUANAJUATO,AVENIDA PASEO DE LOS NARANJOS,SIN VIOLENCIA
ABUSO DE CONFIANZA,CELAYA,2024,ABRIL,23,VILLAS DEL ROMERAL CELAYA GUANAJUATO,VILLA DE GUADALUPE,
OTROS DELITOS,CELAYA,2024,ABRIL,23,FRACCIONAMIENTO VILLAS DE ELGUERA GUANAJUATO,VILLA DE LOS ÁRBOLES,
ROBO A NEGOCIO,CELAYA,2024,ABRIL,22,EL VERGEL CELAYA GUANAJUATO,MITLA,CON VIOLENCIA
OTROS DELITOS,CELAYA,2024,ABRIL,25,SAN ANTONIO DE GALLARDO SAN ANTONIO GALLARDO GUANAJUATO,PROLONGACIÓN ALDAMA,
HOMICIDIO DOLOSO,CELAYA,2024,ABRIL,25,JACARANDAS CELAYA GUANAJUATO,CAMINO A JOFRE,
ROBOS DIVERSOS,CELAYA,2024,ABRIL,26,EL PUESTO GUANAJUATO,NO CATALOGADO,CON VIOLENCIA
HOMICIDIO DOLOSO,CELAYA,2024,ABRIL,21,EJIDAL CELAYA GUANAJUATO,EJIDO SAN CAYETANO,
OTROS DELITOS SEXUALES,CELAYA,2024,ABRIL,26,BAJIO DE LAS AMERICAS CELAYA GUANAJUATO,RAMOS MILLÁN,
OTROS DELITOS,CELAYA,2024,ABRIL,19,NO CATALOGADO,NO CATALOGADO,
EXTORSION,CELAYA,2024,ABRIL,26,NO CATALOGADO,NO CATALOGADO,
VIOLENCIA FAMILIAR,CELAYA,2024,MAYO,2,VILLAS DEL BAJIO IV CELAYA GUANAJUATO,VILLA DE MOYA,
VIOLENCIA FAMILIAR,CELAYA,2024,ABRIL,10,PRIMERA FRACCIÓN DE CRESPO GUANAJUATO,HIDALGO,
ROBO A CASA HABITACIÓN,CELAYA,2024,ABRIL,11,FRACCIONAMIENTO DEL BOSQUE CELAYA GUANAJUATO,CALLE MENTA,SIN VIOLENCIA
CONTRA LA SALUD,CELAYA,2024,ABRIL,15,VIÑAS DE LA HERRADURA CELAYA GUANAJUATO,ACELGA,
ROBO A CASA HABITACIÓN,CELAYA,2024,ABRIL,4,LOS LAURELES CELAYA GUANAJUATO,ACACIA,SIN VIOLENCIA
OTROS DELITOS,CELAYA,2024,ABRIL,4,EJIDAL CELAYA GUANAJUATO,EJIDO DE SANTA TERESA,
AMENAZAS,CELAYA,2024,ABRIL,23,GIRASOLES CELAYA GUANAJUATO,BLAS BARBACEL,
OTROS DELITOS,CELAYA,2024,ABRIL,24,MISION SANTA FE CELAYA GUANAJUATO,MISIÓN DE LOS AGUSTINOS,
ROBOS DIVERSOS,CELAYA,2024,MAYO,10,SIN NOMBRE CELAYA GUANAJUATO,CAMINO A SAN JOSÉ DE GUANAJUATO,CON VIOLENCIA
DAÑOS,CELAYA,2024,MAYO,10,GASCA GUANAJUATO,NO CATALOGADO,
AMENAZAS,CELAYA,2024,ABRIL,12,SAN JUANICO CELAYA GUANAJUATO,BASALTO,
ROBO DE VEHÍCULO,CELAYA,2024,ABRIL,7,COLONIA DEL PARQUE CELAYA GUANAJUATO,PARQUE FLORESTA,SIN VIOLENCIA
AMENAZAS,CELAYA,2024,MAYO,15,EL VERGEL CELAYA GUANAJUATO,PLAN DE AYUTLA,
ROBO A NEGOCIO,CELAYA,2024,MAYO,15,VILLAS DEL ROMERAL CELAYA GUANAJUATO,SITIO DE QUERÉTARO,CON VIOLENCIA
OTROS DELITOS,CELAYA,2024,MAYO,5,BENITO JUÁREZ CELAYA GUANAJUATO,CHINAMECA,
FRAUDE,CELAYA,2024,MAYO,3,RESURRECCIÓN CELAYA GUANAJUATO,GUADALUPE VICTORIA,
OTROS DELITOS,CELAYA,2024,ABRIL,5,NO CATALOGADO,NO CATALOGADO,
LESIONES DOLOSAS,CELAYA,2024,ABRIL,24,LA CAPILLA CELAYA GUANAJUATO,SAN ANDRÉS,
FRAUDE,CELAYA,2024,ABRIL,1,CELAYA GUANAJUATO,QUEJIGO,
ROBO A NEGOCIO,CELAYA,2024,ABRIL,10,CIUDAD INDUSTRIAL DE CELAYA CELAYA GUANAJUATO,AVENIDA TECNOLÓGICO,SIN VIOLENCIA
CONTRA LA SALUD,CELAYA,2024,ABRIL,26,VIÑAS DE LA HERRADURA CELAYA GUANAJUATO,JITOMATE,
ROBOS DIVERSOS,CELAYA,2024,ABRIL,9,COLONIA DEL PARQUE CELAYA GUANAJUATO,AVENIDA JUAN JOSÉ TORRES LANDA,SIN VIOLENCIA
OTROS DELITOS SEXUALES,CELAYA,2024,ABRIL,9,ROSA LINDA CELAYA GUANAJUATO,TINTORETO,
ROBO DE VEHÍCULO,CELAYA,2024,ABRIL,6,ALAMEDA CELAYA GUANAJUATO,GUILLERMO PRIETO,SIN VIOLENCIA
OTROS DELITOS,CELAYA,2024,ABRIL,14,VALLE HERMOSO CELAYA GUANAJUATO,AVENIDA TECNOLÓGICO,
VIOLENCIA FAMILIAR,CELAYA,2024,ABRIL,12,SAN JUAN DE LA VEGA SAN JUAN DE LA VEGA GUANAJUATO,PROLONGACIÓN ALDAMA,
VIOLENCIA FAMILIAR,CELAYA,2024,ABRIL,15,GOEVILLAS DE LOS SAUCES CELAYA GUANAJUATO,SECUOYA,
VIOLENCIA FAMILIAR,CELAYA,2024,ABRIL,29,CIUDADELA CELAYA GUANAJUATO,PLAN DE AGUA PRIETA,
ROBO A NEGOCIO,CELAYA,2024,ABRIL,10,CAMPANARIO CELAYA GUANAJUATO,AV. NORPONIENTE,CON VIOLENCIA
OTROS DELITOS,CELAYA,2024,ABRIL,30,LAS FLORES CELAYA GUANAJUATO,CLAVEL,
LESIONES DOLOSAS,CELAYA,2024,ABRIL,27,FRACCIONAMIENTO DE DON GU CELAYA GUANAJUATO,VALLE DE LOS NARANJOS,
OTROS DELITOS,CELAYA,2024,ABRIL,9,LOS OLIVOS CELAYA GUANAJUATO,CALLE SIERRA DEL ESPADAN,
ROBOS DIVERSOS,CELAYA,2024,ABRIL,3,COLONIA CENTRO CELAYA GUANAJUATO,BENITO JUÁREZ,SIN VIOLENCIA
CONTRA LA SALUD,CELAYA,2024,ABRIL,3,EL VERGEL CELAYA GUANAJUATO,CALLE PLAZA ANTONIO PLAZA,
OTROS DELITOS,CELAYA,2024,ABRIL,11,CELAYA GUANAJUATO,AVENIDA ARAUCARIAS,
VIOLENCIA FAMILIAR,CELAYA,2024,ABRIL,3,LAS FLORES CELAYA GUANAJUATO,HELIOTROPO,
VIOLACION,CELAYA,2024,MAYO,6,EL CAMPANARIO CELAYA GUANAJUATO,CAMINO DE LA ERMITA,
OTROS DELITOS,CELAYA,2024,MAYO,6,LAGOS CELAYA GUANAJUATO,LAGO DE ZIRAHUEN,
FRAUDE,CELAYA,2024,MAYO,14,EL SAUZ GUANAJUATO,CALLE VENUSTIANO CARRANZA,
CONTRA LA SALUD,CELAYA,2024,MAYO,14,LA LUZ TEXAS CELAYA GUANAJUATO,VILLA DEL PENSAMIENTO,
ROBOS DIVERSOS,CELAYA,2024,MAYO,14,LOS FRAILES CELAYA GUANAJUATO,AVENIDA PASEO DEL SOL,SIN VIOLENCIA
LESIONES DOLOSAS,CELAYA,2024,MAYO,14,SANTOS DEGOLLADO CELAYA GUANAJUATO,SOR JUANA INÉS DE LA CRUZ,
AMENAZAS,CELAYA,2024,MAYO,14,SANTOS DEGOLLADO CELAYA GUANAJUATO,SOR JUANA INÉS DE LA CRUZ,
ROBO A NEGOCIO,CELAYA,2024,MAYO,10,LOS LAURELES CELAYA GUANAJUATO,JACARANDAS,CON VIOLENCIA
LESIONES DOLOSAS,CELAYA,2024,MAYO,11,SANTA RITA CELAYA GUANAJUATO,AVENIDA MÉXICO JAPÓN,
OTROS DELITOS,CELAYA,2024,ABRIL,3,SAN JUAN DE LA VEGA SAN JUAN DE LA VEGA GUANAJUATO,CALLE ALVARO OBREGON,
HOMICIDIO DOLOSO,CELAYA,2024,MAYO,2,EMETERIA VALENCIA CELAYA GUANAJUATO,AVENIDA CONSTITUYENTES,
ROBO DE VEHÍCULO,CELAYA,2024,MAYO,3,ROSA LINDA CELAYA GUANAJUATO,BOULEVARD ADOLFO LÓPEZ MATEOS,SIN VIOLENCIA
DAÑOS,CELAYA,2024,MAYO,8,MERINO GUANAJUATO,AVENIDA INGENIERO JAVIER BARROS SIERRA,
CONTRA LA SALUD,CELAYA,2024,MAYO,8,LOS AGUIRRE GUANAJUATO,NO CATALOGADO,
ROBOS DIVERSOS,CELAYA,2024,MAYO,2,LA LUZ TEXAS CELAYA GUANAJUATO,VILLA DEL PENSAMIENTO,SIN VIOLENCIA
FRAUDE,CELAYA,2024,MAYO,8,LA FAVORITA CELAYA GUANAJUATO,UNIVERSIDAD LASALLISTA BENAVENTE,
ROBOS DIVERSOS,CELAYA,2024,MAYO,8,NO CATALOGADO,NO CATALOGADO,CON VIOLENCIA
AMENAZAS,CELAYA,2024,MAYO,8,VALLE HERMOSO CELAYA GUANAJUATO,AZALEA,
FRAUDE,CELAYA,2024,MAYO,8,CIUDAD INDUSTRIAL DE CELAYA CELAYA GUANAJUATO,NO CATALOGADO,
ABUSO DE CONFIANZA,CELAYA,2024,MAYO,8,SANTOS DEGOLLADO CELAYA GUANAJUATO,BOULEVARD FRIDA KAHLO,
LESIONES DOLOSAS,CELAYA,2024,ABRIL,9,LA SUIZA CELAYA GUANAJUATO,MUTUALISMO,
LESIONES DOLOSAS,CELAYA,2024,ABRIL,15,FRACCIONAMIENTO DEL BOSQUE CELAYA GUANAJUATO,ADELFA,
INCUMPLIMIENTO DE LAS OBLIGACIONES DE ASISTENCIA FAMILIAR,CELAYA,2024,ABRIL,24,RESURRECCIÓN CELAYA GUANAJUATO,GUADALUPE VICTORIA,
LESIONES DOLOSAS,CELAYA,2024,ABRIL,24,ROSA LINDA CELAYA GUANAJUATO,BOSQUES DE CHAPULTEPEC,
OTROS DELITOS,CELAYA,2024,ABRIL,5,EL SAUZ GUANAJUATO,NO CATALOGADO,
ROBOS DIVERSOS,CELAYA,2024,ABRIL,24,SAN ISIDRO CRESPO GUANAJUATO,VILLAGRÁN-CELAYA,SIN VIOLENCIA
ABUSO DE CONFIANZA,CELAYA,2024,ABRIL,22,NO CATALOGADO,NO CATALOGADO,
OTROS DELITOS,CELAYA,2024,ABRIL,16,LAS ARBOLEDAS CELAYA GUANAJUATO,AVENIDA ARBOLEDAS,
INCUMPLIMIENTO DE LAS OBLIGACIONES DE ASISTENCIA FAMILIAR,CELAYA,2024,ABRIL,16,FRACCIONAMIENTO DEL BOSQUE CELAYA GUANAJUATO,DEL MEZQUITE,
VIOLENCIA FAMILIAR,CELAYA,2024,ABRIL,16,FOVISSSTE CELAYA GUANAJUATO,MANUEL OROZCO Y BERRA,
"DE LOS DELITOS DE FALSIFICACION, CONTRA LA FE PUBLICA E INFORMATICOS",CELAYA,2024,ABRIL,29,FRACCIONAMIENTO ZONA DE ORO CELAYA GUANAJUATO,RUBÉN M. CAMPOS,
ROBOS DIVERSOS,CELAYA,2024,ABRIL,29,SANTA ANITA CELAYA GUANAJUATO,JUAN BAUTISTA MORALES,SIN VIOLENCIA
LESIONES DOLOSAS,CELAYA,2024,ABRIL,27,CELAYA GUANAJUATO,CALLE REFORMA AGRARIA,
ABUSO DE CONFIANZA,CELAYA,2024,ABRIL,11,EL CAMPANARIO CELAYA GUANAJUATO,CAMINO DE LAS JACARANDAS,
AMENAZAS,CELAYA,2024,ABRIL,30,FOVISSSTE CELAYA GUANAJUATO,AVENIDA IGNACIO BORUNDA,
DAÑOS,CELAYA,2024,ABRIL,15,COLONIA CENTRO CELAYA GUANAJUATO,CARRETERA FEDERAL 51,
AMENAZAS,CELAYA,2024,ABRIL,15,SAN JUANICO CELAYA GUANAJUATO,CALLE CAOLÍN,
VIOLENCIA FAMILIAR,CELAYA,2024,ABRIL,23,VILLAS DEL ROMERAL CELAYA GUANAJUATO,V.DE REYES,
VIOLENCIA FAMILIAR,CELAYA,2024,ABRIL,9,HACIENDA NATURA CELAYA GUANAJUATO,PARQUE DEL CIMATARIO,
AMENAZAS,CELAYA,2024,ABRIL,10,FRACCIONAMIENTO DEL BOSQUE CELAYA GUANAJUATO,CALLE GRANJENO COLEGIO DEL BOSQUE,
DAÑOS,CELAYA,2024,ABRIL,1,PRADERAS DE LA HACIENDA CELAYA GUANAJUATO,HACIENDA DE LA ERRE,
ROBOS DIVERSOS,CELAYA,2024,ABRIL,8,VILLAS DEL ROCIO CELAYA GUANAJUATO,MARISCAL IGNACIO CAMARGO,CON VIOLENCIA
VIOLENCIA FAMILIAR,CELAYA,2024,ABRIL,17,RESIDENCIAL DEL VALLE CELAYA GUANAJUATO,SANTOS DEGOLLADO,
CONTRA LA SALUD,CELAYA,2024,ABRIL,23,CELAYA GUANAJUATO,CIRCUITO ALMERIA,
ROBOS DIVERSOS,CELAYA,2024,MAYO,8,GALAXIAS DEL PARQUE CELAYA GUANAJUATO,AVENIDA LAS TORRES,CON VIOLENCIA
OTROS DELITOS,CELAYA,2024,MAYO,9,ALAMOS CELAYA GUANAJUATO,QUETZALLI,
ROBO A NEGOCIO,CELAYA,2024,MAYO,9,CIUDAD INDUSTRIAL DE CELAYA CELAYA GUANAJUATO,AVENIDA TECNOLÓGICO,SIN VIOLENCIA
OTROS DELITOS SEXUALES,CELAYA,2024,MAYO,8,SAN JUAN DE LA VEGA SAN JUAN DE LA VEGA GUANAJUATO,PROLONGACIÓN ALDAMA,
ROBO A NEGOCIO,CELAYA,2024,MAYO,8,FRACCIONAMIENTO HACIENDA DEL BOSQUE CELAYA GUANAJUATO,PROLONGÁCION JOSE CHAVEZ MORADO,CON VIOLENCIA
OTROS DELITOS,CELAYA,2024,MAYO,7,VALLE HERMOSO CELAYA GUANAJUATO,FRESNO,
INCUMPLIMIENTO DE LAS OBLIGACIONES DE ASISTENCIA FAMILIAR,CELAYA,2024,ABRIL,17,MISION SANTA FE CELAYA GUANAJUATO,MISIÓN DE LOS DOMINICOS,
VIOLENCIA FAMILIAR,CELAYA,2024,ABRIL,14,FRACCIONAMIENTO VILLAS DE ELGUERA GUANAJUATO,VILLA DE LOS ÁRBOLES,
DAÑOS,CELAYA,2024,ABRIL,30,LOCAL 2 - 5 LOS LAURELES CELAYA GUANAJUATO,12 DE OCTUBRE,
FRAUDE,CELAYA,2024,ABRIL,27,GUANAJUATO CELAYA GUANAJUATO,MANUEL OROZCO Y BERRA,
FRAUDE,CELAYA,2024,ABRIL,15,LAS FLORES CELAYA GUANAJUATO,HELIOTROPO,
ROBO A NEGOCIO,CELAYA,2024,ABRIL,11,EL VERGEL CELAYA GUANAJUATO,AVENIDA 2 DE ABRIL,SIN VIOLENCIA
LESIONES DOLOSAS,CELAYA,2024,ABRIL,5,ALAMEDA CELAYA GUANAJUATO,NO CATALOGADO,
"DE LOS DELITOS DE FALSIFICACION, CONTRA LA FE PUBLICA E INFORMATICOS",CELAYA,2024,ABRIL,29,FRACCIONAMIENTO ZONA DE ORO CELAYA GUANAJUATO,RUBÉN M. CAMPOS,
EXTORSION,CELAYA,2024,ABRIL,3,NO CATALOGADO,NO CATALOGADO,
VIOLENCIA FAMILIAR,CELAYA,2024,ABRIL,8,LAS FLORES CELAYA GUANAJUATO,HELIOTROPO,
OTROS DELITOS,CELAYA,2024,ABRIL,6,EMILIANO ZAPATA CELAYA GUANAJUATO,CALLE HERIBERTO JARA,
DAÑOS,CELAYA,2024,ABRIL,26,RENACIMIENTO CELAYA GUANAJUATO,BOULEVARD ADOLFO LÓPEZ MATEOS,
AMENAZAS,CELAYA,2024,ABRIL,29,JUAN MARTÍN GUANAJUATO,CALLE PROLONGACIÓN MAZATLÁN,
OTROS DELITOS,CELAYA,2024,ABRIL,1,FRACCIONAMIENTO DEL BOSQUE CELAYA GUANAJUATO,VILLAS DE LOS REYES 2,
DAÑOS,CELAYA,2024,ABRIL,2,GIRASOLES CELAYA GUANAJUATO,MUÑOZ LEDO,
DAÑOS,CELAYA,2024,ABRIL,1,NUEVO TECNOLOGICO CELAYA GUANAJUATO,MANUEL OROZCO Y BERRA,
OTROS DELITOS SEXUALES,CELAYA,2024,ABRIL,1,FOVISSSTE CELAYA GUANAJUATO,AVENIDA IGNACIO BORUNDA,
ROBO DE VEHÍCULO,CELAYA,2024,ABRIL,1,EL VERGEL CELAYA GUANAJUATO,BOULEVARD ADOLFO LÓPEZ MATEOS,SIN VIOLENCIA
DAÑOS,CELAYA,2024,ABRIL,13,LAS FLORES CELAYA GUANAJUATO,HELIOTROPO,
AMENAZAS,CELAYA,2024,ABRIL,19,GIRASOLES CELAYA GUANAJUATO,LICENCIADO ANDRÉS QUINTANA ROO,
"DE LOS DELITOS DE FALSIFICACION, CONTRA LA FE PUBLICA E INFORMATICOS",CELAYA,2024,ABRIL,25,PRIMERA FRACCIÓN DE CRESPO GUANAJUATO,PÍPILA,
FRAUDE,CELAYA,2024,ABRIL,13,RESURRECCIÓN CELAYA GUANAJUATO,FRANCISCO GONZÁLEZ BOCANEGRA,
ROBO A CASA HABITACIÓN,CELAYA,2024,MAYO,15,ZONA DE ORO CELAYA GUANAJUATO,LUCIO MARMOLEJO,SIN VIOLENCIA
OTROS DELITOS,CELAYA,2024,MAYO,15,GIRASOLES CELAYA GUANAJUATO,ROMERO,
VIOLENCIA FAMILIAR,CELAYA,2024,MAYO,14,BRISAS DEL CARMEN CELAYA GUANAJUATO,FARALLÓN,
OTROS DELITOS SEXUALES,CELAYA,2024,ABRIL,15,PROGRESO DE SOLIDARIDAD 1 CELAYA GUANAJUATO,RÍO AMECA,
VIOLACION,CELAYA,2024,ABRIL,26,VILLAS DE LA ESPERANZA CELAYA GUANAJUATO,LA ETERNIDAD,
OTROS DELITOS,CELAYA,2024,ABRIL,2,LAS AVES CELAYA GUANAJUATO,LAS ÁGUILAS,
AMENAZAS,CELAYA,2024,MAYO,8,MONTE BLANCO CELAYA GUANAJUATO,SANTA TERESA,
OTROS DELITOS,CELAYA,2024,MAYO,8,NO CATALOGADO,NO CATALOGADO,
OTROS DELITOS,CELAYA,2024,MAYO,7,FRACCIONAMIENTO DEL BOSQUE CELAYA GUANAJUATO,CALLE ANÍS,
ROBOS DIVERSOS,CELAYA,2024,MAYO,8,LAS FLORES CELAYA GUANAJUATO,HELIOTROPO,CON VIOLENCIA
ROBOS DIVERSOS,CELAYA,2024,MAYO,7,CELAYA GUANAJUATO,CIRCUITO LUNAR,CON VIOLENCIA
OTROS DELITOS,CELAYA,2024,MAYO,7,GALAXIAS DEL PARQUE CELAYA GUANAJUATO,CALLE CONSTELACIONES,
ROBOS DIVERSOS,CELAYA,2024,MAYO,9,COLONIA DEL PARQUE CELAYA GUANAJUATO,FRANCISCO JUÁREZ,SIN VIOLENCIA
VIOLENCIA FAMILIAR,CELAYA,2024,ABRIL,12,BRISAS DEL CARMEN CELAYA GUANAJUATO,CALETA,
CONTRA LA SALUD,CELAYA,2024,ABRIL,24,SAN MIGUEL OCTOPAN GUANAJUATO,JUVENTINO ROSAS,
AMENAZAS,CELAYA,2024,ABRIL,15,VILLAS DEL BAJIO I CELAYA GUANAJUATO,VILLA DE ARANGO,
ROBO A NEGOCIO,CELAYA,2024,ABRIL,30,GUANAJUATO,NO CATALOGADO,CON VIOLENCIA
ROBO A NEGOCIO,CELAYA,2024,ABRIL,10,CAPITALES DE EUROPA CELAYA GUANAJUATO,AVENIDA CONSTITUYENTES,CON VIOLENCIA
